split_run,batch,method,status,accuracy,balanced_accuracy,macro_f1,elapsed_seconds,iterations_requested,error
20260809_010356,batch_017,MEFISTO,success,0.6507936507936508,0.6507936507936508,0.6480205998073271,1928.6245452369913,1000,
