method,feature_id,kingdom,phylum,class,order,family,genus,factor_1,factor_2,factor_3,factor_4,factor_5
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__|g__Unknown_027,k__Bacteria,p__Firmicutes,c__Clostridia,o__Coriobacteriales,f__,g__Unknown_027,-0.983301405407352,5.7814004390471486e-05,-0.0013127973528311498,0.5994909973920173,1.0728618721927456
MEFISTO,k__Bacteria|p__Firmicutes|c__Clostridia|o__|f__|g__Unknown_029,k__Bacteria,p__Firmicutes,c__Clostridia,o__,f__,g__Unknown_029,-1.0212453424381533,0.2130189421233893,0.00032173735023835004,0.8068909614495651,0.7165037336667037
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,0.916604628788637,0.000304726686299,-0.0001974980267052,0.5440041002690329,0.3464467955203992
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,0.4144670141023389,-0.0007246007367652,-0.00027676914994735,1.0742740700905198,-0.0004713048916637
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Unknown_030,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Unknown_030,0.529145851284764,-0.0408871234105615,2.5740339839585374e-05,0.7105173470259725,0.0011006029378762
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__[Eubacterium],k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Eubacterium],0.18474843320271284,0.004404167423596,0.2519928896582735,1.0738508674069993,-0.43836339466336127
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__cc_115,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__cc_115,0.9371214320870764,0.00053932305385565,-5.200935016086742e-05,0.3611378203703349,-0.0007233676665357499
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__[Coprobacillaceae]|g__Catenibacterium,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__[Coprobacillaceae],g__Catenibacterium,0.14929213131237887,4.44503211401333e-06,-0.00043819377200605004,-0.5928222245411836,0.0014077417836142
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__[Coprobacillaceae]|g__Coprobacillus,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__[Coprobacillaceae],g__Coprobacillus,0.5913294469077949,0.00050141041395865,-0.0002668793526928,0.6752803448151976,-0.00053594203433005
MEFISTO,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__[Coprobacillaceae]|g__Unknown_031,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__[Coprobacillaceae],g__Unknown_031,-0.7510274499579301,0.6132242253742963,0.3122888019081243,1.0787710828297024,0.00212275611917735
MEFISTO,k__Bacteria|p__Firmicutes|c__RF3|o__ML615J-28|f__|g__Unknown_032,k__Bacteria,p__Firmicutes,c__RF3,o__ML615J-28,f__,g__Unknown_032,0.00703153103867705,-0.0002131245138428,-4.3807016799854594e-07,-0.00584440246831775,1.071345360015332
MEFISTO,k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria,p__Fusobacteria,c__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,0.9259458273914102,-0.3973259444961381,0.00026376895645485,0.5495559038110908,-0.0009055951473433501
MEFISTO,k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__J2-29,k__Bacteria,p__Fusobacteria,c__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__J2-29,-0.019169037341552647,-0.1513914627293695,0.0220896554984968,0.067560813475457,0.0071245754426052495
MEFISTO,k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Unknown_033,k__Bacteria,p__Fusobacteria,c__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__Unknown_033,0.18811475181328213,-0.7491098134810398,-0.0010705117190538999,0.0036529065037184,-0.0015804546097525
MEFISTO,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales|f__Victivallaceae|g__Unknown_034,k__Bacteria,p__Lentisphaerae,c__[Lentisphaeria],o__Victivallales,f__Victivallaceae,g__Unknown_034,0.805023026362409,-0.0776127590967375,-0.0007347457778907,0.0001158294345387,0.0002373006232215
MEFISTO,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__|f__|g__Unknown_035,k__Bacteria,p__Lentisphaerae,c__[Lentisphaeria],o__,f__,g__Unknown_035,0.8761301907834247,-0.0010758507700271,0.0005014671271599,-0.0009174897765894,0.0014242225506349
MEFISTO,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32|f__|g__Unknown_036,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__RF32,f__,g__Unknown_036,0.05193432049348485,-0.8749129078610275,-0.23053228962530475,-0.34211525246608365,0.4712922657266071
MEFISTO,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria|g__Unknown_037,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Unknown_037,0.9063482771244211,0.0001529792846516,-1.568364317692671e-05,0.26079200536886094,0.33298105000097156
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,-0.853787618953243,-1.4274052274897815,-0.00012129540530941234,0.0826457338565332,-0.3971569839448346
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Oxalobacter,0.4165915666069329,-0.0098768888423083,-0.0471139206093584,0.0009093469511785,0.6690948330259193
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Ralstonia,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Ralstonia,1.1491669937434867,-9.885698897518346e-05,0.0001220910122908,0.00051582894654415,0.27184336300117645
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Unknown_038,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Unknown_038,1.0228838110074152,-0.003928203101556,0.00060204881763775,-1.6099761193512623e-05,-0.00272587714875615
MEFISTO,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__|f__|g__Unknown_039,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__Unknown_039,1.0661325460836961,-0.39719476402235954,1.173131664652197e-05,0.0008309493244138,0.2500341684676171
MEFISTO,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,-0.00049873605686995,-1.154761280176242,-8.909715530341401e-05,-0.0001210766371881,-0.0010105309872297
MEFISTO,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,-0.0035074485371755,-0.0053927318204895,-0.00467421939161695,-0.0054159318252016,0.27337703587824863
MEFISTO,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,0.9359055691467228,-5.100288090150685e-06,6.83909151881189e-05,0.00349218906745385,0.3202012243648122
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Unknown_040,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Unknown_040,1.1458207481201468,-0.00061939958440715,0.00011410560860444999,-0.0002097701223251781,0.00017400099489174999
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinivibrio,0.0185364796417715,-0.001484142824446,0.0025076967624337,0.035841687437574,0.0020230883270302
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__|g__Unknown_041,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__,g__Unknown_041,0.9571013144055598,-0.0004044916880956,-0.00023551884261359998,0.0010950172188451,0.4137299421923598
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Citrobacter,0.8436947530504852,-3.3995335350253327e-05,2.6503123724761874e-05,0.3186345749294151,-0.0003025278754653
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,0.8703651751447284,0.00095584615733665,-0.13135771689863424,0.3685750776877579,-1.053770387557185
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Erwinia,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Erwinia,1.10621376089846,-0.0701899080100176,-0.0004920072137876001,0.17264224058035843,-2.5427300111502858e-05
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,0.4053405492668586,0.12968914988708055,-1.1169962117016738,0.6738271106242311,-1.974514835294026
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,1.1124901341129492,-0.16794297423940904,-0.0018435103205682,0.3926983304474144,-0.00135384627723815
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Morganella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Morganella,0.6060113580572386,-0.00336154369083345,0.00058574677876355,0.00047394409367734996,0.7196538418322591
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Plesiomonas,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Plesiomonas,1.128022659806486,-1.0575528336517937e-05,-0.5135213627129834,0.5360625634077143,-0.6293019517856557
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Proteus,0.9439084050663964,-0.00225706286870315,-0.0013555100360206499,-0.5358789709539297,-9.12084801956794e-05
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Salmonella,1.163484574203681,-0.20003625235792766,-0.00033979873604124996,0.34852886458394444,-0.000224410675145
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Trabulsiella,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Trabulsiella,1.0991712483263272,-0.16902280176170426,-3.693260816972031e-05,1.2659080032595086e-05,0.0790561753207262
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unknown_042,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Unknown_042,0.0005302607316524999,0.38803811048357906,-1.1374238647006094,0.6623340133563376,-2.0197619617677662
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yersinia,1.0607658286914383,0.0002196958573479,-0.0001116636652453,4.508315946779506e-05,0.0019068179246444
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,0.5434643419874579,-0.5231112362097023,0.000681013852193,0.8423872211923786,-0.00046064294967075006
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,0.8041251314542465,-0.40681252615788444,0.00038792401925835,0.3944992681298042,-0.0003912145901463
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,-0.33690127670203174,-1.1731084361588582,0.00013444087556483314,1.1042959751161359,-1.034234980869727
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,1.0330713178270678,-0.00016823801777865,-1.5138600678578681e-05,0.10402143612027655,0.1733336115489208
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Unknown_045,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Unknown_045,1.2770472155182238,-0.0001850039988105,6.156869852936074e-05,0.000295745207139,-0.0001035667497422
MEFISTO,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,1.1154804534979088,0.2528184762949204,-4.267326257879534e-05,-0.00014455948229785,0.12743975742859745
MEFISTO,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,0.4291182695894745,-0.0175254689276748,-0.011553905792299651,-0.000594527406813,0.0031068051866638
MEFISTO,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Unknown_046,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Unknown_046,0.32712729413167907,-0.0105384338338568,0.0022108323057275503,-0.03786322260206585,1.1554666598767935
MEFISTO,k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39|f__|g__Unknown_047,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__Unknown_047,0.1904917155945298,0.00032734816247555003,-0.0029105161219201,0.00106746803987165,1.8507889037411493
MEFISTO,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,-0.5297827183414037,-0.0052569224117772,-0.625710351157742,-0.6225131614031753,1.136026625519131
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,0.06609068969914095,0.122572854787863,0.0111188692702551,0.05236534049436345,-0.03427757867685935
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Parascardovia,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Parascardovia,0.032467581413205,0.047977938555410646,0.01956768946982575,-0.0154462102174047,0.027750272036506353
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Unknown_001,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Unknown_001,0.04048313746126715,-0.0063556163942195005,0.0192044729604323,-0.0403719904572273,0.0238798283433719
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,0.0361173328001611,0.0336225059530438,-0.0018447296071070498,-0.04375325454821745,0.026438932682407698
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,0.0520937426585266,0.0216012341266328,0.00415159850390265,-0.030086384652314252,-0.017671196855856698
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,0.113559450783494,0.157563102949697,-0.0229023438855448,0.0862824792306647,-0.12441153680945251
TEMPTED,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__|g__Unknown_002,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__,g__Unknown_002,0.09966950176060216,0.07946845674913611,0.0055942257170153,-0.0342276191572369,-0.07571524379786625
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,-0.09051251858419415,-0.1981632103707505,-0.03420424842903575,-0.0219381322385525,-0.253411305671451
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Unknown_003,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Unknown_003,-0.0899078175007196,-0.13270127728081998,-0.0719566899021538,-0.0303175184028154,-0.2967283206383895
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,0.02835732813333365,-0.00112405576624955,0.04563523805942385,-0.0152820496442588,0.0789981797876715
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,-0.107468330135187,-0.22127632534984548,-0.2945013574905615,-0.087456581090708,-0.3405238631804305
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,0.01703713824101185,-0.0207602537036259,0.01584155065071525,-0.0323388815876043,0.018456434904770898
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,-0.06920087893653415,-0.039278825955720104,-0.159582684041223,-0.0006199798397705501,-0.16515396542038102
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Unknown_004,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Unknown_004,-0.2019155112999845,-0.06878073203719945,-0.27143043530870503,-0.1108123826505915,0.0674123157272786
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__S24-7|g__Unknown_005,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__Unknown_005,0.00439220934957465,-0.03733923386815895,-0.0326377624036994,-0.05922620414076915,0.07296639983476284
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Barnesiellaceae]|g__Unknown_006,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],g__Unknown_006,-0.0866190659355455,-0.06857364777425785,-0.287141480950944,-0.170973536370437,0.0276560032036961
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae]|g__Butyricimonas,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Butyricimonas,-0.00185001507598035,-0.06892794975609276,-0.0939024312094574,-0.075494265547952,0.01738462307978885
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae]|g__Odoribacter,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Odoribacter,-0.07085271202060064,-0.05312875203275245,-0.1914371356688565,-0.1288617503155805,0.0847316473132346
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__Paraprevotella,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__Paraprevotella,-0.00712634171407145,-0.0892724536460313,-0.05313129376403305,-0.07991298861382751,-0.03976059257394205
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__[Prevotella],k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__[Prevotella],0.0144293505148131,-0.04463323072089975,-0.0347372879192214,-0.05002457448770235,0.021302981285497402
TEMPTED,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Unknown_007,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Unknown_007,0.0443400839154712,0.0089441713950707,-0.0038033487041064,-0.0297077319523746,0.0162601715186195
TEMPTED,k__Bacteria|p__Cyanobacteria|c__4C0d-2|o__YS2|f__|g__Unknown_008,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__YS2,f__,g__Unknown_008,-0.03211085665636655,-0.08212921947554461,-0.1135939386187085,-0.09099994114053835,0.05416998500518535
TEMPTED,k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta|f__|g__Unknown_009,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Streptophyta,f__,g__Unknown_009,-0.014651384034705901,0.050620934687901756,0.01026226390074055,0.02414637335795325,0.0385707512996642
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Solibacillus,0.05340450685710145,0.0427485053989428,0.047050891483149004,-0.02329907864659885,-0.0028365465460166
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,0.101026024175402,0.0378044521553755,0.0222909255898012,-0.08429147944756016,-0.0114162971755654
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Unknown_010,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Unknown_010,0.09723387916141425,0.02851752338333605,0.01438476630764825,-0.09113495236884925,0.013710842802869449
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Unknown_011,k__Bacteria,p__Firmicutes,c__Bacilli,o__Gemellales,f__Gemellaceae,g__Unknown_011,0.038435621481174,0.02328593030861415,0.03272516881167705,0.013565303973999899,-0.01240567552346025
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,0.132668392787967,0.336078549376021,0.02116606062800195,0.081265262073136,-0.11618421946196
TEMPTED,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,0.143731609613534,0.30519015684941597,0.0051647044870699,0.05749869858896495,-0.0594416886153401
