method,factor,label,time_bin,time,median,lower,upper,n
TEMPTED,factor_3,FIN/EST,4,482.0,1.0918400235884338,-1.9816316919486379,5.170141939184029,113
TEMPTED,factor_3,FIN/EST,5,576.5,-0.3709054713636988,-3.4818680491856533,2.396001788285401,116
TEMPTED,factor_3,FIN/EST,6,669.0,-2.2386532749762207,-5.754218248758279,1.2329524442700386,107
TEMPTED,factor_3,FIN/EST,7,712.0,1.7778614107180999,-2.659190905612747,4.551499274798832,13
TEMPTED,factor_3,FIN/EST,8,854.0,-3.5734851938504444,-5.9985973464256706,0.09278107366056182,71
TEMPTED,factor_3,FIN/EST,9,887.0,-1.2063598956239523,-5.96243276367893,0.21615173772511953,8
TEMPTED,factor_3,FIN/EST,10,1059.0,-2.27529425395727,-6.743910629808559,-0.40695598754342466,8
TEMPTED,factor_3,FIN/EST,11,1098.5,-4.827566282687863,-7.4819043226545245,-0.9532339481870918,62
TEMPTED,factor_3,RUS,0,102.0,-0.49956671868207403,-2.8272545107873386,1.207424254018445,6
TEMPTED,factor_3,RUS,1,185.0,0.8482226371510891,-1.1749431080521022,3.220990785037637,75
TEMPTED,factor_3,RUS,2,264.0,-0.23928416408987918,-2.5651600449897902,3.243956846841383,115
TEMPTED,factor_3,RUS,3,365.0,0.5500157907380757,-2.2412565989465363,3.5178836426681626,125
TEMPTED,factor_3,RUS,4,449.0,0.5108399456938758,-2.487544033933832,3.9834960491553333,101
TEMPTED,factor_3,RUS,5,549.0,0.1119146248485822,-3.433272579820907,4.018767698203967,81
TEMPTED,factor_3,RUS,6,638.0,0.08718423707520417,-3.6168077870145843,3.210511879758102,56
TEMPTED,factor_3,RUS,7,725.0,-1.4625272930212212,-5.463957003440802,2.3658490292029253,47
TEMPTED,factor_3,RUS,8,829.5,-2.3072557810600443,-4.799941172150763,0.23330773502331964,24
TEMPTED,factor_3,RUS,9,919.0,-3.9242870723354804,-5.392897996293309,-0.6369274188935605,12
TEMPTED,factor_3,RUS,10,1011.5,-4.786563090386663,-8.64637755511676,-0.5516546509180558,12
TEMPTED,factor_3,RUS,11,1101.0,-4.100791741983198,-4.249943869077856,-1.592015871687484,3
TEMPTED,factor_4,FIN/EST,0,62.5,4.113627589435617,2.3325568848488514,7.365244073293778,142
TEMPTED,factor_4,FIN/EST,1,165.0,8.99915259755198,6.1415820954338285,13.050444758342687,97
TEMPTED,factor_4,FIN/EST,2,293.5,16.993464238118587,13.941984851846529,19.751876326679962,82
TEMPTED,factor_4,FIN/EST,3,386.0,19.024470032679204,15.820009408558207,22.159306534474993,88
TEMPTED,factor_4,FIN/EST,4,482.0,20.363515861321396,16.820320918679496,23.401070694353947,113
TEMPTED,factor_4,FIN/EST,5,576.5,19.200449276489373,16.809366519528673,22.247281589116444,116
TEMPTED,factor_4,FIN/EST,6,669.0,19.233421248728423,16.134013212761385,22.563613834368674,107
TEMPTED,factor_4,FIN/EST,7,712.0,19.089798427084634,17.4292872420085,20.063361534997103,13
TEMPTED,factor_4,FIN/EST,8,854.0,17.891719503723053,15.51447612083002,21.127363326085817,71
TEMPTED,factor_4,FIN/EST,9,887.0,19.57720043418837,17.850385653767095,23.578951385255706,8
TEMPTED,factor_4,FIN/EST,10,1059.0,19.015784748609768,15.743377891249885,20.995224405497666,8
TEMPTED,factor_4,FIN/EST,11,1098.5,17.601805639909564,14.704070883210484,21.116385161396256,62
TEMPTED,factor_4,RUS,0,102.0,10.407421459474186,7.152917856979748,14.008028321127323,6
TEMPTED,factor_4,RUS,1,185.0,9.851670248151297,7.293355977490169,13.520623266892368,75
TEMPTED,factor_4,RUS,2,264.0,15.300410048507187,9.337047390182237,19.009739968905627,115
TEMPTED,factor_4,RUS,3,365.0,18.35819379787761,14.040141178447707,21.904591720668083,125
TEMPTED,factor_4,RUS,4,449.0,20.549511451253803,18.18792519479273,23.793938000208676,101
TEMPTED,factor_4,RUS,5,549.0,21.523938035851966,17.53586543005662,25.271883466845143,81
TEMPTED,factor_4,RUS,6,638.0,20.421855515121493,18.230483275288172,23.55888935293829,56
TEMPTED,factor_4,RUS,7,725.0,20.615934812449602,18.40944310645635,22.774555543679842,47
TEMPTED,factor_4,RUS,8,829.5,19.627089055583866,18.70551732821047,21.339774977190633,24
TEMPTED,factor_4,RUS,9,919.0,16.090899640999133,14.262936369090966,20.100634608108468,12
TEMPTED,factor_4,RUS,10,1011.5,19.506077491124145,14.947553149847328,22.10011448238868,12
TEMPTED,factor_4,RUS,11,1101.0,21.09614004950957,18.647308400019398,24.441963812356622,3
TEMPTED,factor_5,FIN/EST,0,62.5,-9.46884065944925,-11.699335414739334,-7.721134462988504,142
TEMPTED,factor_5,FIN/EST,1,165.0,-9.889271465843246,-11.817255363412077,-7.9007349546241095,97
TEMPTED,factor_5,FIN/EST,2,293.5,-7.308220961473088,-10.147537852773747,-5.490689341838562,82
TEMPTED,factor_5,FIN/EST,3,386.0,-5.910639957068705,-8.229197334504653,-3.0172812557175908,88
TEMPTED,factor_5,FIN/EST,4,482.0,-3.9688684330145563,-6.255035728192527,-1.2963352421179664,113
TEMPTED,factor_5,FIN/EST,5,576.5,-2.043512453669641,-4.298423894871821,0.2744512890023957,116
TEMPTED,factor_5,FIN/EST,6,669.0,-2.1046111247287196,-5.518135539671094,0.8144238938407249,107
TEMPTED,factor_5,FIN/EST,7,712.0,-3.3362647327164123,-4.735933443714617,1.053376118753818,13
TEMPTED,factor_5,FIN/EST,8,854.0,0.9613987685577565,-2.560620579938652,2.4692657562933213,71
TEMPTED,factor_5,FIN/EST,9,887.0,-3.0121621329604036,-6.693457821959621,-0.6436957044831979,8
TEMPTED,factor_5,FIN/EST,10,1059.0,0.7511166159200469,-2.2671035781237934,2.3185245223753883,8
TEMPTED,factor_5,FIN/EST,11,1098.5,1.5874193258743503,-1.3840976963012892,2.8710267200955015,62
TEMPTED,factor_5,RUS,0,102.0,-10.369578994619102,-11.125964167914994,-9.409774696385384,6
TEMPTED,factor_5,RUS,1,185.0,-9.963475118015136,-11.959942171848741,-8.02626021014759,75
TEMPTED,factor_5,RUS,2,264.0,-8.651266630020752,-12.019441818861637,-5.442185731517271,115
TEMPTED,factor_5,RUS,3,365.0,-7.3664865354592575,-9.520872036728477,-4.406293636452969,125
TEMPTED,factor_5,RUS,4,449.0,-4.100902708017448,-7.7226017205299184,-0.5111615086099651,101
TEMPTED,factor_5,RUS,5,549.0,-3.5265085349147283,-6.641994225206362,0.3041192654874071,81
TEMPTED,factor_5,RUS,6,638.0,-2.5150690913194085,-5.721821430159258,0.17397537296291496,56
TEMPTED,factor_5,RUS,7,725.0,0.11969947224635862,-3.5431484925710324,2.0629577871849714,47
TEMPTED,factor_5,RUS,8,829.5,2.251510846321182,0.5187501269451554,3.5771608171568654,24
TEMPTED,factor_5,RUS,9,919.0,1.001726975089997,-6.809840610086294,4.513194992043147,12
TEMPTED,factor_5,RUS,10,1011.5,1.1116592971963004,-3.829937707205458,3.2872087456036927,12
TEMPTED,factor_5,RUS,11,1101.0,-2.178456742942999,-2.1935304747789024,-1.032867212614309,3
MEFISTO,factor_1,FIN/EST,0,62.5,-1.2740578658872794,-1.684757113456726,-0.858356848359108,142
MEFISTO,factor_1,FIN/EST,1,165.0,-1.6573176383972168,-2.0409066677093506,-1.1966153734051477,97
MEFISTO,factor_1,FIN/EST,2,293.5,-2.127690664110782,-2.5145357847213745,-1.78026548532966,82
MEFISTO,factor_1,FIN/EST,3,386.0,-2.470418163916099,-2.786606729030609,-2.099377953869899,88
MEFISTO,factor_1,FIN/EST,4,482.0,-2.544329881668091,-2.913594706532351,-2.275967836380005,113
MEFISTO,factor_1,FIN/EST,5,576.5,-2.8248136814162055,-3.0726920962333684,-2.5616536140441895,116
MEFISTO,factor_1,FIN/EST,6,669.0,-2.8721212351018925,-3.1112603482252252,-2.576031896985058,107
MEFISTO,factor_1,FIN/EST,7,712.0,-2.7816529273986816,-2.909132299484362,-2.5062868010900283,13
MEFISTO,factor_1,FIN/EST,8,854.0,-2.837618589401245,-3.1316108638030027,-2.4725933705224197,71
MEFISTO,factor_1,FIN/EST,9,887.0,-2.851366877555847,-2.9693938146412773,-2.578465465426283,8
MEFISTO,factor_1,FIN/EST,10,1059.0,-2.938108492090125,-3.0765230680398394,-2.5376940965652466,8
MEFISTO,factor_1,FIN/EST,11,1098.5,-2.866378426551819,-3.1403098106384277,-2.6505631821483537,62
MEFISTO,factor_1,RUS,0,102.0,-1.1875866055488586,-1.5699248611927032,-0.7699763355535266,6
MEFISTO,factor_1,RUS,1,185.0,-1.0930602550506592,-1.575469732284546,-0.7820949852466583,75
MEFISTO,factor_1,RUS,2,264.0,-1.4670675992965698,-1.9545113676048496,-1.0296679139137268,115
MEFISTO,factor_1,RUS,3,365.0,-1.9831919590628484,-2.3892884254455566,-1.4971652030944824,125
MEFISTO,factor_1,RUS,4,449.0,-2.446523792080485,-2.755441188812256,-2.0597119331359863,101
MEFISTO,factor_1,RUS,5,549.0,-2.7606942653656006,-2.9694271087646484,-2.5121847103596986,81
MEFISTO,factor_1,RUS,6,638.0,-2.9170974493026733,-3.018531024456024,-2.653020560741425,56
MEFISTO,factor_1,RUS,7,725.0,-2.845827102661133,-3.0502607822418213,-2.676826238632202,47
MEFISTO,factor_1,RUS,8,829.5,-2.7249785661697388,-3.0945547819137578,-2.5863951444625854,24
MEFISTO,factor_1,RUS,9,919.0,-2.6903514862060547,-2.8915451765060425,-2.442813438822046,12
MEFISTO,factor_1,RUS,10,1011.5,-2.6870594024658203,-2.899498760700226,-2.5118459463119507,12
MEFISTO,factor_1,RUS,11,1101.0,-2.622849941253662,-2.865783452987671,-2.4633357524871826,3
MEFISTO,factor_2,FIN/EST,0,62.5,0.38686472622076307,-0.1393521496625321,0.6939130952677113,142
MEFISTO,factor_2,FIN/EST,1,165.0,0.3665133045072321,-0.087949691873693,0.8263033532961832,97
MEFISTO,factor_2,FIN/EST,2,293.5,0.345108300447464,-0.14651816918001492,0.6709968447685242,82
MEFISTO,factor_2,FIN/EST,3,386.0,0.25989667783211096,-0.1193543666397803,0.6073613290255043,88
MEFISTO,factor_2,FIN/EST,4,482.0,0.0534283928573131,-0.2889977395534515,0.5066865086555481,113
MEFISTO,factor_2,FIN/EST,5,576.5,-0.042053800869871,-0.39600402707307925,0.32653032988309855,116
MEFISTO,factor_2,FIN/EST,6,669.0,0.0167766083031892,-0.22669225317059827,0.4095181849392626,107
MEFISTO,factor_2,FIN/EST,7,712.0,-0.1268264666869118,-0.2829588651657104,0.1245147064328193,13
MEFISTO,factor_2,FIN/EST,8,854.0,-0.0500884418851947,-0.3885129567016593,0.4410927891731262,71
MEFISTO,factor_2,FIN/EST,9,887.0,0.13151430441571815,-0.03479068750005851,0.28905780973077755,8
MEFISTO,factor_2,FIN/EST,10,1059.0,-0.24688064342487065,-0.536680990924279,0.11884526869656595,8
MEFISTO,factor_2,FIN/EST,11,1098.5,-0.1586006267294612,-0.4036007818735016,0.1114648803608271,62
MEFISTO,factor_2,RUS,0,102.0,1.6772462253427527,1.4495112299919128,1.8600129845070847,6
MEFISTO,factor_2,RUS,1,185.0,1.8940236568450928,1.3068898712543904,2.2879703044891357,75
MEFISTO,factor_2,RUS,2,264.0,1.8124130723597789,1.2210426330566406,2.3359906148504255,115
MEFISTO,factor_2,RUS,3,365.0,1.4991959622255675,0.8774030804634094,2.0251622200012207,125
MEFISTO,factor_2,RUS,4,449.0,1.0115028619766235,0.5373291057824773,1.5925254821777344,101
MEFISTO,factor_2,RUS,5,549.0,0.8279891610145569,0.202974796295166,1.0396151542663574,81
MEFISTO,factor_2,RUS,6,638.0,0.47392500936985016,-0.0587196027102566,0.6589248180389404,56
MEFISTO,factor_2,RUS,7,725.0,0.2451734840869903,0.006151327863335651,0.5728559195995331,47
MEFISTO,factor_2,RUS,8,829.5,0.5195237696170807,0.0550596034154296,0.828910619020462,24
MEFISTO,factor_2,RUS,9,919.0,0.36250196397304535,0.07456054911017412,0.6555177431899487,12
MEFISTO,factor_2,RUS,10,1011.5,0.5046990513801575,0.3365706652402877,0.6728086620569229,12
MEFISTO,factor_2,RUS,11,1101.0,0.864780604839325,0.7764273583889008,1.111666351556778,3
MEFISTO,factor_3,FIN/EST,0,62.5,-0.567905843257904,-1.0890363454818726,-0.035649446304887526,142
MEFISTO,factor_3,FIN/EST,1,165.0,-0.3119949331051631,-0.846135675907135,0.0662733033290447,97
MEFISTO,factor_3,FIN/EST,2,293.5,-0.07863832899443654,-0.4836821565309815,0.46818171719931573,82
MEFISTO,factor_3,FIN/EST,3,386.0,0.127983920276165,-0.5376074480854746,0.46877362430817054,88
MEFISTO,factor_3,FIN/EST,4,482.0,0.1689221262931823,-0.3927182853221893,0.8131600022315979,113
MEFISTO,factor_3,FIN/EST,5,576.5,0.27234543109797504,-0.44298282192731986,0.7717543171005207,116
MEFISTO,factor_3,FIN/EST,6,669.0,0.1442792415618896,-0.24836576730012888,0.7200413346609256,107
MEFISTO,factor_3,FIN/EST,7,712.0,0.2146197110414505,-0.6436890339989116,0.6313322186470032,13
MEFISTO,factor_3,FIN/EST,8,854.0,0.6259548664093018,0.06104158792196415,0.957124013740903,71
MEFISTO,factor_3,FIN/EST,9,887.0,-0.208543074503721,-0.7550729215145111,0.9132775664329529,8
MEFISTO,factor_3,FIN/EST,10,1059.0,0.7259234721843584,0.3000111696051114,0.8404262660920301,8
MEFISTO,factor_3,FIN/EST,11,1098.5,0.48826693996125037,-0.1525480646619588,0.8978217119909806,62
MEFISTO,factor_3,RUS,0,102.0,-0.4693722280491104,-0.6568664984220619,-0.391891645656512,6
MEFISTO,factor_3,RUS,1,185.0,-0.4270645380020141,-1.0302894585829034,0.2050269914144022,75
MEFISTO,factor_3,RUS,2,264.0,0.2969884872436523,-0.6486411690711975,0.9517050088365184,115
MEFISTO,factor_3,RUS,3,365.0,0.1454873791872243,-0.3825438022613525,0.7979645729064941,125
MEFISTO,factor_3,RUS,4,449.0,0.1642400473356247,-0.4316824972629547,0.639209508895874,101
MEFISTO,factor_3,RUS,5,549.0,-0.1780471205711364,-0.7662559151649475,0.5199264883995056,81
MEFISTO,factor_3,RUS,6,638.0,-0.046996727585792444,-0.5284312814474106,0.3578921154674556,56
MEFISTO,factor_3,RUS,7,725.0,0.0362854786217212,-0.6836244761943817,0.5087656080722809,47
MEFISTO,factor_3,RUS,8,829.5,0.10649748740252105,-0.33249689638614655,0.8350398540496826,24
MEFISTO,factor_3,RUS,9,919.0,0.2697399109601974,0.0911853095418384,0.568218044936657,12
MEFISTO,factor_3,RUS,10,1011.5,-0.04463772801682355,-0.5061918199062347,0.6622622758150101,12
MEFISTO,factor_3,RUS,11,1101.0,-0.2135064899921417,-0.25512318313121796,0.2538514882326126,3
MEFISTO,factor_4,FIN/EST,0,62.5,-0.8185052275657654,-1.3750369296740104,-0.0254543884657323,142
MEFISTO,factor_4,FIN/EST,1,165.0,-0.2660930769050623,-0.8634269833564758,0.5408949255943298,97
MEFISTO,factor_4,FIN/EST,2,293.5,0.0483218170702457,-0.3181901992065738,0.8706513274825713,82
MEFISTO,factor_4,FIN/EST,3,386.0,0.06106509454548355,-0.44562563803814426,0.6819828004243953,88
MEFISTO,factor_4,FIN/EST,4,482.0,0.0671408623456955,-0.5470368266105652,0.4957388099601858,113
MEFISTO,factor_4,FIN/EST,5,576.5,-0.40384085488679633,-0.8998256623744965,0.26873153842793496,116
MEFISTO,factor_4,FIN/EST,6,669.0,-0.3596938498339687,-0.9871410727500916,0.39834689233020626,107
MEFISTO,factor_4,FIN/EST,7,712.0,-0.3630785048007965,-0.6255438327789307,0.0418148897588253,13
MEFISTO,factor_4,FIN/EST,8,854.0,-0.6305403709411621,-1.0549975233163347,-0.0220482500435501,71
MEFISTO,factor_4,FIN/EST,9,887.0,-0.4984942078590393,-0.9508711968499868,0.4583803306198295,8
MEFISTO,factor_4,FIN/EST,10,1059.0,-0.7776321200573818,-1.1373175382614136,-0.22686018365068195,8
MEFISTO,factor_4,FIN/EST,11,1098.5,-0.7291513030540342,-1.4113465845584872,-0.14570952184463848,62
MEFISTO,factor_4,RUS,0,102.0,-0.5505927205085754,-0.8145782865345292,-0.3792516365647316,6
MEFISTO,factor_4,RUS,1,185.0,-0.587395429611206,-0.9125413613112737,-0.10514550283551215,75
MEFISTO,factor_4,RUS,2,264.0,-0.4304547905921936,-1.029204547405243,0.20869784802198404,115
MEFISTO,factor_4,RUS,3,365.0,-0.2729403078556061,-0.7459127306938171,0.3871867997431652,125
MEFISTO,factor_4,RUS,4,449.0,0.0222248639911413,-0.4325807819816401,0.6726305484771729,101
MEFISTO,factor_4,RUS,5,549.0,-0.0448255948722362,-0.6186246275901794,0.7593963146209717,81
MEFISTO,factor_4,RUS,6,638.0,-0.12057402357459066,-0.6278163939714432,0.3983338922262192,56
MEFISTO,factor_4,RUS,7,725.0,-0.2229659855365753,-0.9231734573841094,0.6098078787326813,47
MEFISTO,factor_4,RUS,8,829.5,-0.4335050253138101,-0.9968917816877365,-0.062321152072399855,24
MEFISTO,factor_4,RUS,9,919.0,-0.6940220892429352,-1.356854796409607,-0.12612109258770937,12
MEFISTO,factor_4,RUS,10,1011.5,-0.4036463797092438,-0.926395669579506,0.0977886468172073,12
MEFISTO,factor_4,RUS,11,1101.0,0.2724632024765014,-0.018061608076095637,0.7668067812919618,3
MEFISTO,factor_5,FIN/EST,0,62.5,-2.1667779684066772,-2.5734812787082193,-1.8594447766578064,142
MEFISTO,factor_5,FIN/EST,1,165.0,-2.067579507827759,-2.3883949511798077,-1.695894556360145,97
MEFISTO,factor_5,FIN/EST,2,293.5,-1.4238846594541836,-1.858377367258072,-1.088283747434616,82
MEFISTO,factor_5,FIN/EST,3,386.0,-1.1733135701425836,-1.4981207251548767,-0.6844100058078766,88
MEFISTO,factor_5,FIN/EST,4,482.0,-0.7031615376472473,-1.0480495691299438,-0.414725512266159,113
MEFISTO,factor_5,FIN/EST,5,576.5,-0.5366121977661797,-0.796075165271759,-0.27041281717365323,116
MEFISTO,factor_5,FIN/EST,6,669.0,-0.4302357733249664,-0.7654049179473377,-0.1667029898344096,107
MEFISTO,factor_5,FIN/EST,7,712.0,-0.6956815123558044,-0.9301651775265272,-0.1146470632576633,13
MEFISTO,factor_5,FIN/EST,8,854.0,-0.2453032687328943,-0.46441251039505005,-0.09217209891134276,71
MEFISTO,factor_5,FIN/EST,9,887.0,-0.48474954068660736,-0.5973595138999369,-0.3157994295341951,8
MEFISTO,factor_5,FIN/EST,10,1059.0,-0.32529330253601074,-0.5799450342416317,-0.01312068121977375,8
MEFISTO,factor_5,FIN/EST,11,1098.5,-0.14764089137315745,-0.4403854161500931,0.10104029708337267,62
MEFISTO,factor_5,RUS,0,102.0,-1.9050976724963558,-2.23122216063761,-1.437835370080728,6
MEFISTO,factor_5,RUS,1,185.0,-1.804004907608032,-2.114541996435592,-1.4000494466230704,75
MEFISTO,factor_5,RUS,2,264.0,-1.4695347547531128,-1.984115756443877,-0.8849417955871413,115
MEFISTO,factor_5,RUS,3,365.0,-0.995173990726471,-1.3851869606420513,-0.6499571176986112,125
MEFISTO,factor_5,RUS,4,449.0,-0.6295354962348938,-0.9708868861198424,-0.3245493173599243,101
MEFISTO,factor_5,RUS,5,549.0,-0.4162035286426544,-0.6923762559890747,-0.1311607249281378,81
MEFISTO,factor_5,RUS,6,638.0,-0.35030207822794523,-0.5637903958559036,-0.1474986486136913,56
MEFISTO,factor_5,RUS,7,725.0,-0.143238216638565,-0.3910998255014419,0.025581201538443503,47
MEFISTO,factor_5,RUS,8,829.5,-0.15186422318220136,-0.3694393560290336,0.13475422933697695,24
MEFISTO,factor_5,RUS,9,919.0,-0.2629608958959579,-0.38296211198476704,-0.14125064457766712,12
MEFISTO,factor_5,RUS,10,1011.5,-0.047815812751650755,-0.25112962722778315,0.0490738749504089,12
MEFISTO,factor_5,RUS,11,1101.0,0.0990403220057487,0.09410311654210085,0.1043314523994922,3
