"component_1","component_2","subject_id"
0.0767256932532364,-0.0380740099071303,"E002338"
0.060696170919941,-0.0160751875600702,"E002473"
0.0552758213594927,-0.00633533285040587,"E002681"
0.0464230436635167,0.0168708170542769,"E003393"
0.060581383654229,-0.0228014570052202,"E004071"
0.0441591656584703,-0.0465358768418678,"E004080"
0.0707709555891345,-0.0201495384631089,"E004781"
0.0520436557312997,-0.0572021021653053,"E004934"
0.0556930011218828,-0.0466157379985922,"E005804"
0.0705525481034222,-0.0201431249147847,"E006871"
0.0623580019506114,-0.00082858145028113,"E007303"
0.06714119802483,-0.00750838004970229,"E007743"
0.0645702677104324,-0.0386717930194753,"E007980"
0.0556420918915082,0.00158133371717664,"E008241"
0.0354531386071537,0.0429140059699181,"E008357"
0.0831947150591349,-0.0472977422146569,"E008437"
0.0795394838556325,-0.02399568793771,"E008643"
0.00521451180800689,-0.00195024314453499,"E009020"
0.0498732770484614,-0.0199491168833159,"E009667"
0.0521444501491511,-0.0351507691245551,"E009676"
0.0641486910673535,-0.00881632173769507,"E011183"
0.0366462288121311,-0.0424303875553029,"E011459"
0.0704333439906625,0.026386553960584,"E012115"
0.0750443930389186,0.0193425990626196,"E012124"
0.0523304835104757,-0.020680555115561,"E012393"
0.0795924553543557,-0.0395366816323906,"E012678"
0.0512862772351855,-0.0783661431747054,"E012971"
0.029164793050503,-0.0175281844136839,"E013394"
0.0636343952208188,-0.050923132423114,"E014953"
0.0917460284153066,-0.0364372763538532,"E015208"
0.0714433868405048,-0.0369752016562419,"E015378"
0.0502820238626246,-0.0694587392309674,"E015991"
0.0792171770507511,-0.0363596069430575,"E016148"
0.0949645155713249,-0.0180263442185805,"E016444"
0.115140947352698,0.01989169491475,"E016681"
0.0767671063898335,-0.034661928047671,"E016870"
0.0539554110071875,-0.0504416160781427,"E017049"
0.0475293443789686,0.0139079537092502,"E017715"
0.0774949824056603,-0.0416128152475346,"E018421"
0.0867355876412541,-0.0598349701625504,"E018574"
0.0853677486677491,-0.0103439031679883,"E019160"
0.0497616370183656,-0.0374807411232691,"E019187"
0.0817643089484015,-0.0237414514413447,"E019349"
0.0301735940192944,0.0289234253824293,"E019793"
0.0285844559200238,-0.0595244443955474,"E020682"
0.0782183423775358,-0.0211332412211221,"E020781"
0.0472735714277869,-0.0678857204330355,"E020808"
0.0478801204002163,-0.0562149687700878,"E022083"
0.0444195194867382,-0.0286612484820416,"E022960"
0.0711624089650724,-0.0250980793204003,"E023535"
0.0599551083693668,-0.0257736958086425,"E023681"
0.0575945486812892,-0.0270408724245844,"E023705"
0.0581670318880406,-0.0507285962862961,"E023839"
0.0117744080923012,-0.0307524902242649,"E024240"
0.0647052435975866,-0.0465206502858198,"E024646"
0.069072608083247,-0.0551896148612037,"E025671"
0.0665078700983207,-0.0911867733801694,"E025912"
0.0855321785920079,-0.0463664040415592,"E025921"
0.0924504892461338,0.0807170205171275,"E026343"
0.0675535730386515,-0.0394482033423571,"E029310"
0.0794257522603155,-0.0766889705457175,"E029796"
0.0543294213001612,-0.0264269977983717,"E030828"
0.0643866220785884,-0.0620992018664599,"E030933"
0.0468846852690921,-0.063736443820665,"E031941"
0.0421497592957971,0.0250176294656586,"E032745"
0.0578610908026074,-0.0241869321395509,"E033036"
0.0697063200144048,-0.0420072276109432,"E033156"
0.0414934696406283,-0.0488858798568858,"E034324"
0.0656167633492888,-0.00404607981061415,"E034885"
0.0570478753528877,-0.0470850667731126,"P000648"
0.0824649099829187,-0.140889730778278,"P000675"
0.0946836655774951,-0.154228448656879,"P000756"
0.0649004184360475,-0.106393022070255,"P001307"
0.0780378526831265,-0.191887185587828,"P001363"
0.107093678960564,-0.0825838967974662,"P003173"
0.0818484965165779,-0.115340326123356,"P003191"
0.0186874244126458,-0.119175872602763,"P003435"
0.110144130121051,-0.151644155197898,"P003558"
0.0665902044440653,-0.00347000635142448,"P004113"
0.0489892168021881,-0.110874969364613,"P004230"
0.0986639804399524,-0.194482068228523,"P004847"
0.0354808004937355,-0.13654856502396,"P004946"
0.0406798464971097,-0.123349496196907,"P005135"
0.0661207539363984,-0.0504305232596141,"P005279"
0.0638265874899481,-0.103983484513926,"P005342"
0.0523924611221284,-0.0157388393040873,"P005558"
0.0798837149169553,-0.0349482872581964,"P006035"
0.0508269160157275,-0.0811122270978086,"P006862"
0.0524034533233537,-0.117484896351904,"P007550"
0.081491993859443,-0.0694619052411214,"P007649"
0.0327327827528794,-0.205431603266748,"P007857"
0.0231839188824697,-0.18838236880289,"P008119"
0.0532519647157234,-0.0895129120655285,"P008543"
0.0694510938401328,-0.104486867035386,"P008579"
0.0742031628487171,-0.189373710946397,"P008633"
0.102783250339013,-0.0225385905409962,"P008723"
-0.0369753763936248,-0.107179325254004,"P008939"
0.13786933539116,-0.136754115541398,"P009219"
0.0807774599254733,0.0174470947039101,"P009291"
0.0813420416737604,-0.151886731110405,"P009746"
0.0761399892580503,-0.122828572359157,"P009880"
0.065275350059506,-0.0626046756858815,"P010096"
0.0554451813743326,0.126659592160866,"P010313"
-0.0149768411034765,-0.0727368301557483,"P010322"
0.0738456863584943,-0.101364592122167,"P010936"
0.117439681735861,-0.112577217671771,"P011108"
0.0894045361146693,-0.133629531935209,"P011207"
0.0771419196175685,-0.187188869688456,"P013454"
0.095612444869398,-0.114045503769515,"P013701"
0.0709978950976186,-0.0630847709493825,"P013823"
0.0717927645986118,-0.074367513205444,"P013960"
0.0477946172626078,-0.0219471204722461,"P014605"
0.0913711893336005,-0.0840872841367583,"P014713"
0.0695016485947209,-0.0397786957176587,"P014839"
0.0501246642139555,-0.128001588149875,"P015091"
0.0996668724265078,-0.0735596230412033,"P015163"
0.0489469488618929,0.00402963174729119,"P016497"
0.0520531494599384,-0.0491590913674713,"P016574"
0.0720592865281346,-0.0435178271938816,"P016803"
0.0626349126236812,-0.0383041441443201,"P017255"
0.053197825172526,-0.0574267470066268,"P017671"
0.0612339510198785,-0.0911340300806888,"P017743"
0.0697479370604996,0.0279902845023925,"P018832"
0.0855590988300134,-0.051978533028516,"P019222"
0.0681103116874217,-0.0962745252095464,"P019475"
0.0240074497860877,-0.194912430895512,"P019854"
0.0266410621638693,-0.05145642029194,"P019980"
0.076752349548144,-0.0443133053044338,"P020604"
0.0622959930750098,-0.0201982839005093,"P020631"
0.0149388886125541,-0.000862313716007992,"P020799"
0.100183416260779,0.018446893872792,"P020861"
0.0812399624815636,0.0128283324395491,"P021343"
0.0613403282921688,0.0330798066386167,"P021772"
0.099004336534491,-0.0838705182862916,"P022130"
0.0580997361406116,-0.0416745519180828,"P022222"
0.0548037788643013,-0.141764354161769,"P022384"
-0.040696110847787,-0.0198137971922815,"P023918"
0.103460934163083,-0.0334665677222327,"P026562"
0.0465089075210586,-0.0761958924897281,"T000094"
0.0682929240608346,-0.0193854764122768,"T000272"
0.0382386242515448,0.0255536825293778,"T000461"
0.0553729825591651,0.0321378230381505,"T002534"
0.0570674132652405,-0.0663219220093568,"T003353"
0.0606894880568013,-0.0207359009658068,"T003355"
0.0749097919409694,-0.0152599194281208,"T003745"
0.0651385454519026,-0.0629211138605171,"T003950"
0.0732453970765878,-0.0494489196111769,"T004341"
0.058516094903772,-0.0393989225055449,"T005507"
0.104399586841876,-0.00729380404358329,"T005643"
0.0494844750535565,-0.0295861410688197,"T005999"
0.0802427357343853,-0.0534397089166743,"T006266"
0.0538790237177104,-0.0354993286542638,"T006288"
0.0576500324061536,-0.0338240625999606,"T007404"
0.071969489711379,-0.0418631807964018,"T007748"
0.0578916021791245,-0.0439047426130843,"T007750"
0.0859159247985371,-0.0114512719995645,"T008025"
0.0799531518809361,-0.0461213607678745,"T008246"
0.0398998678699494,-0.0209230566872567,"T008247"
0.083072755813664,-0.0316871979747402,"T008631"
0.0565689689538348,-0.0226262147887336,"T009275"
0.0638826542535654,-0.0651785037987391,"T009280"
0.0759504984501215,-0.040689859750993,"T009717"
0.088698335746986,-0.0340244861307628,"T009909"
0.0621959608723458,-0.0353990144493632,"T010520"
0.0526379317386201,0.00983412523456874,"T010532"
0.0860690606949814,-0.0849701620438364,"T011454"
0.0368691294668589,-0.0186434409059222,"T011676"
0.0710221653125255,-0.045049761293875,"T012121"
0.081333572835519,-0.0542885677887836,"T012138"
0.0694045137692769,-0.0241015799171106,"T012312"
0.0767151760698434,-0.030492620476421,"T012374"
0.0742015145553813,0.00197126893107191,"T012389"
