feature_id,factor_1,factor_2,factor_3,factor_4,factor_5,importance,rank
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,2.2898138262039365,0.34821823131054114,0.16509482106517048,0.5903198240736656,0.19196434251611239,2.2898138262039365,1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,2.092153256159593,0.5737473086046436,0.2377685457161515,0.3676156152258765,0.4898346183127765,2.092153256159593,2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,1.904072888771645,0.31763069367327845,0.164787563893397,1.103522088853837,0.1766492769899441,1.904072888771645,3
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,1.4261621575408243,0.33023824408289804,1.8716035065115229,0.3269186399659961,0.5370021919172203,1.8716035065115229,4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter,1.7832837794754024,0.2006801895256695,0.5434248828155881,0.22506472317604254,0.2450440460612428,1.7832837794754024,5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unknown_042,1.7680206949211625,0.16815497042498911,0.5590078109533313,1.0514875832477237,0.36714272834876327,1.7680206949211625,6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella,1.6914561952579938,0.9640510242855584,0.116011959449443,0.2362875959005329,0.9166841992255024,1.6914561952579938,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella,0.8007915317655419,1.5835287284961996,0.7774487377484844,0.2225591437718145,0.3729895277659811,1.5835287284961996,8
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella,1.278035762047383,1.5456891302291988,1.0598901771896503,0.0248979341251605,0.8658378858034144,1.5456891302291988,9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0.1613556775014452,1.5356637625534608,0.9539409726005244,0.105890791113112,0.054758582013396895,1.5356637625534608,10
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Barnesiellaceae]|g__Unknown_006,1.0460733223659555,0.8508223814004291,1.3401788964532426,0.3258217917195231,1.5282772691556983,1.5282772691556983,11
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,0.8377177301649422,0.6082334135398425,0.25328658889937294,0.01154338187081995,1.4357879537531346,1.4357879537531346,12
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,1.4331436276507987,0.4290942973787073,0.12155113154730746,0.32006929879259,0.18005604821492024,1.4331436276507987,13
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,0.37332065409886583,1.061755617425023,0.1493027899809835,0.1147452405796135,1.2887633769582947,1.2887633769582947,14
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Unknown_004,1.1480571505870953,0.5173219382366621,0.25040088868002564,0.3503082858463258,1.2603017923163928,1.2603017923163928,15
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Unknown_020,1.2493394211110882,0.2926401331333421,0.07145286839192311,0.09254341688184665,0.667620758362674,1.2493394211110882,16
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,1.0077027121952005,1.2280530030009598,0.939068849463679,0.16356658481551,0.4057741337247577,1.2280530030009598,17
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__[Coprobacillaceae]|g__Unknown_031,0.069574989452127,0.2002856851924663,0.0099678425083174,0.24712027458690072,1.1865583602923662,1.1865583602923662,18
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira,1.1610451678231932,0.8180627687174815,1.1005711137933893,0.1908508421980495,0.1161714711036625,1.1610451678231932,19
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,1.151223704339046,0.126315866461922,0.18716283471584524,0.3479359554122202,0.6536847633095946,1.151223704339046,20
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Ruminococcus],0.1691067930113766,0.0861800030763611,0.04860049629062145,0.0211146157714465,1.0968716588063054,1.0968716588063054,21
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unknown_023,0.8842787776559908,1.0843676533056246,0.2622475558645001,0.227935582286172,0.16482387943582788,1.0843676533056246,22
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Unknown_003,0.5937633005598884,1.0709606368998728,1.035448732455614,0.204371650536712,0.41888692976599323,1.0709606368998728,23
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,0.8592717159658647,0.3786962384675192,0.36180846285465573,0.06379694407992685,1.028361178504389,1.028361178504389,24
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,1.0275442178294651,0.8205930379924858,0.3427319812834864,0.31512862223471305,0.0084543431485841,1.0275442178294651,25
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.8599392576758678,0.1194892064856804,1.0213351599985088,0.146981293559365,0.2894548015040575,1.0213351599985088,26
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,1.0078397207357184,1.0015782256551182,0.11316776829787051,0.189531972012769,0.04362912705994565,1.0078397207357184,27
k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__|g__Unknown_027,1.0024252402741867,0.4426988867198064,0.44471965134273483,0.18392493949267652,0.4050397746694129,1.0024252402741867,28
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.9581455969785108,0.812960981043584,0.8787743184976192,0.1838253150277339,0.6224838378404685,0.9581455969785108,29
k__Bacteria|p__Firmicutes|c__Clostridia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0.6757283739982731,0.3874029079070097,0.207274468422193,0.9522222713271501,0.7971422551271028,0.9522222713271501,30
