subject_id,label,factor_1,factor_2,factor_3,factor_4,factor_5,method
E012971,FIN/EST,-1.5459565044212082,0.0753496382480171,-0.2589718217360387,0.2922008817258031,0.4188441550088941,MEFISTO
E013394,FIN/EST,-0.6923490438307169,0.3390604057425258,-0.9380101321324732,-1.85569387534316,0.3652624191498776,MEFISTO
E015378,FIN/EST,-0.1941413045134523,-0.0226696000207987,0.8758325160167477,0.6418749403427241,0.1698673381154767,MEFISTO
E015991,FIN/EST,-0.2966041131657397,0.0786437008214415,0.993405378941765,-0.3268668122035293,1.0606114114005674,MEFISTO
E016148,FIN/EST,0.2405375881483727,0.8717133346744673,0.1013420478411167,-0.7925090131236762,-1.0062105131595838,MEFISTO
E016444,FIN/EST,-1.669672125427122,-0.5994747400729865,0.6236866638484427,-0.2778710867535788,-0.7366491740818571,MEFISTO
E019349,FIN/EST,-0.0676736179427245,-0.0099508649795334,0.1113429823078997,-0.059881704465283,-0.571381944937662,MEFISTO
E022960,FIN/EST,-0.9890969801835652,-0.5817734048207276,-0.4444752817646621,0.1001642668509242,0.9941692563126716,MEFISTO
E024646,FIN/EST,1.009048359259137,1.2064292310068196,-0.4057628109059232,0.6142387269329447,0.4206730269394684,MEFISTO
E025912,FIN/EST,-1.6881696682435814,0.1296414451461948,-0.5036111167235929,-3.091436921472132,0.1775435072067927,MEFISTO
E029310,FIN/EST,-0.7729077112042607,0.4557788280076331,-0.1412744453247659,-1.1254074110352847,1.1765063024653593,MEFISTO
E033156,FIN/EST,-0.1786145007330426,0.0438434317466241,0.0102889054231282,0.4755780087183974,0.3119715659740715,MEFISTO
P001307,RUS,-1.2271048642061797,-0.5751031884881044,-0.3506183568043725,-0.4137304221493088,-0.5884582376966986,MEFISTO
P003173,RUS,-2.12039970542138,-1.5314465823135204,-0.0890463722027539,0.5962121001402058,0.1133469352161187,MEFISTO
P003435,RUS,-0.0623646203857526,-2.1593872630131887,-0.7175200331379387,-1.538958278801054,-0.5448899492287472,MEFISTO
P003558,RUS,2.326588855946805,-0.7182935374168886,-0.1845178848020809,-0.8742763104955091,-0.291981836491198,MEFISTO
P004230,RUS,-0.4540993241872845,-1.1220731741019048,-0.3527450135725561,-1.6338808822778277,-0.0118471578258423,MEFISTO
P004847,RUS,3.6619546792730304,-0.7301798049485378,-0.1778041993290959,-0.7634453406049709,-0.0969149759231666,MEFISTO
P004946,RUS,-0.5570699321210153,-2.9863693833804628,-0.8047483247542336,-1.767261467289037,-0.6787303074758482,MEFISTO
P006035,RUS,-1.0013910828623318,-0.8728909537358338,-0.4657803611661056,-1.648523037059135,-0.059703728473408,MEFISTO
P007857,RUS,0.1767285340218472,-1.2640858574972953,-0.8179225293434815,-1.1597312245842024,-0.0925190451672157,MEFISTO
P008543,RUS,0.6560762639444299,-0.464871714393427,-0.2343054807617996,-1.121532154284926,-0.56630256465709,MEFISTO
P008723,RUS,1.0516855677325132,-0.1224629608807541,-0.110429073511877,0.2122976248860317,0.8249379801467469,MEFISTO
P009219,RUS,2.3840334191681487,-0.6918013342232577,-0.8514821563531836,0.2333509880641963,-0.3020644142913136,MEFISTO
P009746,RUS,0.7152851876165895,-1.483233721382525,-1.138652433236562,0.1161087943293605,-1.0294201294136949,MEFISTO
P010313,RUS,2.4517473272914163,0.8113815300675475,-0.7496431449257801,0.2201791278465045,-0.4929365732617992,MEFISTO
P014605,RUS,-0.249545615834491,-0.3181790332522474,0.0443029231767189,1.3976151055518384,-1.3614301841799157,MEFISTO
P015091,RUS,0.1731286875999269,-0.294878748141971,-0.5183729626527872,-0.3534914274044892,-1.8021830610027336,MEFISTO
P016497,RUS,-0.4239623887463607,-1.2231284015764745,-0.2443988088335042,-0.9880519996184874,-0.3538443459631725,MEFISTO
P016574,RUS,-1.5082607581330278,-1.1512055278086577,0.1811518328795758,0.1227428847717277,-0.6131827806217744,MEFISTO
P017743,RUS,1.2906189209031984,-0.4986767526697429,-0.7812406928371662,1.8034075745647224,-2.185954662039057,MEFISTO
P020631,RUS,-1.5417734481982557,-1.3886718865975758,-0.1943592772627903,1.0288545946958665,-0.1383012759330129,MEFISTO
P020799,RUS,-1.4502720612440128,-1.5022647161348974,-0.3359945566617722,1.3684431158241857,0.0699148187030625,MEFISTO
T000461,FIN/EST,-0.4344924635520941,0.8684793981584383,-0.4195380992706972,-0.3267304483432139,0.4098349013955146,MEFISTO
T005507,FIN/EST,-1.0393395578569613,0.2625401336616796,0.2145370380434599,-0.3351574649167815,0.614342893104032,MEFISTO
T005999,FIN/EST,0.1768236930535886,-0.3780074634048632,1.0688008748817854,2.211168821938032,-0.7110781104526841,MEFISTO
T008025,FIN/EST,-0.5346926741579093,0.5618915351865506,0.2064394513788757,-0.6873052973702071,0.516222213218821,MEFISTO
T009909,FIN/EST,0.2279959771263254,0.7105967751616701,0.1453826639007288,-0.4706233503915283,0.1545806594426552,MEFISTO
T011454,FIN/EST,-1.2580225885026957,-1.8853450313813171,0.135952555315495,1.5539858432274416,-0.9395727436343176,MEFISTO
T012138,FIN/EST,-0.7712735774588636,-0.8574267147884768,0.7132538898290907,-1.1162490948444983,0.2589949554905164,MEFISTO
T012374,FIN/EST,0.0329085841234584,-0.8651738422546933,0.1762984349259039,1.4612766325832938,-0.7360244056717624,MEFISTO
T012389,FIN/EST,-0.7021861205168511,-0.0643734522820222,0.7747320783398898,-2.1553259940454548,0.94238158216545,MEFISTO
T012983,FIN/EST,-1.019475650728466,-0.9176889379740816,-0.3772371122265193,0.8685139427624317,0.779411846644193,MEFISTO
T013828,FIN/EST,-0.5917973689559771,-0.7823211336006397,0.190700329455256,1.1207717248594202,0.2293579009203626,MEFISTO
T014806,FIN/EST,0.1525478842674826,-0.2484115397886793,-0.0541713561151083,-0.800678951782055,-0.6461044416371445,MEFISTO
T014827,FIN/EST,-0.4006107017979328,0.3810111331612783,0.7983519646970936,-0.2000312738400198,-0.2079012022497114,MEFISTO
T016234,FIN/EST,-0.8671894555530416,-1.2632736913684983,-0.1405095549109811,-0.8214123441020302,0.7817207587849587,MEFISTO
T017394,FIN/EST,-0.2140088739386005,-0.5366191798034349,1.020151549065068,0.8433405585328426,0.6427357229025654,MEFISTO
T017419,FIN/EST,-0.965961329602656,0.4704125820151719,-0.299732081989771,0.2200152964294384,0.2466293730270152,MEFISTO
T019850,FIN/EST,0.7910257783353516,0.2676000422593115,0.4822308918577606,1.2870752919965207,0.088231953851455,MEFISTO
T019852,FIN/EST,-0.1816647057837403,0.7672936713343996,-0.261920049067751,0.1150847215883204,0.797424380728347,MEFISTO
T021076,FIN/EST,-0.0004818880638023,1.0219128529779251,-0.4954020995123365,0.1192231161162963,-0.1836319723948665,MEFISTO
T026211,FIN/EST,-0.7529578845228591,-0.4733925632132137,0.5652751849424326,0.95184105438946,0.2369100037595929,MEFISTO
T029687,FIN/EST,-0.1316281869374333,0.4450472894677039,1.5244236020908717,1.1301880896304786,0.9572490487708398,MEFISTO
