subject_id,label,factor_1,factor_2,factor_3,factor_4,factor_5,method
E002473,FIN/EST,0.42278061612808,-1.00547574629489,1.45931047528651,1.48278964703894,-0.152902928598976,TEMPTED
E003393,FIN/EST,0.105877357068608,1.57154320078357,1.06698443308957,1.7668549097733,-1.52462187871561,TEMPTED
E004781,FIN/EST,-0.0531418375138019,0.50496770027017,0.798898052166479,0.749550193411431,0.293979018608549,TEMPTED
E005804,FIN/EST,-0.100781880374099,1.27026346200409,0.179480293759442,-0.408430523111672,0.995635597737526,TEMPTED
E007303,FIN/EST,-0.349446345303178,0.892843258933605,0.316342436352988,-0.95408886254964,-0.143428674520443,TEMPTED
E007743,FIN/EST,0.191531407711158,0.447354905337784,1.24823272175689,-0.415148742372626,-0.689235464764592,TEMPTED
E009676,FIN/EST,0.647925377646121,0.601076737572646,0.0880328471069617,0.531541211715607,0.0516906871885184,TEMPTED
E011459,FIN/EST,0.768423554583236,1.64864782727112,-0.695010699261185,0.139006346728939,1.16208340004144,TEMPTED
E012115,FIN/EST,-0.287261823233004,1.77808363752339,0.108785422143835,0.807549312158509,-0.461172448397484,TEMPTED
E012971,FIN/EST,0.0989372864808292,1.63225858119185,-0.998531259379171,0.898587286719047,-1.15110586794525,TEMPTED
E013394,FIN/EST,0.679358558978266,1.28241666535115,-0.404137610258721,-1.22761948948116,-0.673261408988103,TEMPTED
E015378,FIN/EST,0.315259442324996,-0.944633659609776,1.5672835927987,0.495182505699196,1.01701235420785,TEMPTED
E015991,FIN/EST,0.019566572760851,1.37618169528602,-0.318741445142514,-0.364981515487423,0.857250616833926,TEMPTED
E016148,FIN/EST,0.0333107990609459,-0.228630386685127,1.05238152041969,1.27368837935465,0.113013020358598,TEMPTED
E016444,FIN/EST,-1.09650419757989,-0.835947856343321,1.99586242439333,-0.875625540129557,-0.127261357979817,TEMPTED
E019349,FIN/EST,-0.626942905981172,-0.013057904130644,0.7714071599905,-0.0179739973247812,-0.698638216410546,TEMPTED
E022960,FIN/EST,0.192012688741663,0.961918688522374,-0.103191088601877,-2.40843308326104,0.204046476667253,TEMPTED
E024646,FIN/EST,0.152633225531619,0.573626238287961,0.867894470578875,1.48882093311245,0.493825285516683,TEMPTED
E025912,FIN/EST,0.357008989319066,1.30104889608656,0.83318059292453,-1.40388471426184,0.772346753863397,TEMPTED
E029310,FIN/EST,0.307829178595834,1.91873600036485,-1.185506821338,1.16933689993645,-0.110954214020984,TEMPTED
E033156,FIN/EST,-0.392570835634893,0.40928336158492,-0.568701237237246,-0.454254774776441,0.163119969025071,TEMPTED
P001307,RUS,-0.295431259083552,-0.14337166479207,-1.27645726113934,-0.121323791093323,-0.395858696764059,TEMPTED
P003173,RUS,-1.78273524885595,-0.386267751991379,-2.15601333407044,-0.631530215015467,0.575582845656897,TEMPTED
P003435,RUS,1.71154083582186,-1.46416639711069,-1.13849806585172,-1.56403153207262,-0.815972902982857,TEMPTED
P003558,RUS,-2.42888950554062,-1.5587233245111,-0.353307497312307,-0.694799950214885,-0.222331867693166,TEMPTED
P004230,RUS,1.02395580245524,-0.590330447338991,-1.30490896611291,-1.00223047839948,0.0827240944717197,TEMPTED
P004847,RUS,-2.30351020497363,-1.43095272044219,-0.944222354666322,-0.890097204419713,-0.0546317989693335,TEMPTED
P004946,RUS,2.16649391049606,-1.34352845999018,-2.68892215943047,-0.457748888945986,0.905621168009614,TEMPTED
P006035,RUS,-0.607857203604998,0.329702244812578,-0.185085377735638,-1.89279264481466,-0.0982886029015702,TEMPTED
P007857,RUS,1.56718164353759,-0.422636549603837,-1.80408984573803,-1.11047860900245,0.126453127531673,TEMPTED
P008543,RUS,1.31121824579184,-0.489424634871947,-1.14825891459291,0.469206020562805,0.983821560913984,TEMPTED
P008723,RUS,-1.58053458357396,0.344569853183673,-1.30736675346807,-0.148964840085524,-0.588227779968367,TEMPTED
P009219,RUS,-1.49371609127172,-1.50183790338265,-0.918842037316663,1.40831303262648,-0.846223603550305,TEMPTED
P009746,RUS,-0.492844881426082,-1.24478691281339,-0.916646300833252,-1.19786216840946,1.35142476976442,TEMPTED
P010313,RUS,-0.372639447407279,0.0902657847728909,-0.457434896701642,0.851864006564515,-0.875456455815872,TEMPTED
P014605,RUS,1.46151532890385,-0.951127819429574,0.957379019010028,-0.92163526286369,-3.94426093432606,TEMPTED
P015091,RUS,0.199751543810106,-1.80565696830569,0.126596851558968,0.617275716434662,1.01362190138704,TEMPTED
P016497,RUS,0.363859574459326,0.192813200782521,-0.806941348363936,-0.599050072630444,-0.908437101076492,TEMPTED
P016574,RUS,-0.179549353181148,-1.58770952398252,1.50680030952792,-0.443957883304159,-0.574066592507944,TEMPTED
P017743,RUS,0.148102332660248,-1.28322938921121,0.430199797220694,0.906966816777345,-2.57221553497201,TEMPTED
P020631,RUS,-0.59011466781957,-0.0102959890458772,-0.704795175637296,-1.06932864228613,-0.633072937110247,TEMPTED
P020799,RUS,-5.47298209629769,-0.583274614468929,-0.440585476035769,-0.96412249204325,-0.533771309866316,TEMPTED
T000461,FIN/EST,0.857905273923751,1.32680050990102,0.28989443167884,-0.770371738570461,1.05566782145116,TEMPTED
T005507,FIN/EST,0.430936351910182,1.78236094134073,0.370116830656967,-1.0829721326219,0.872058844967438,TEMPTED
T005999,FIN/EST,0.820798592189353,-1.032289528208,1.92497096005696,0.0278043214118593,0.489306920514158,TEMPTED
T008025,FIN/EST,-0.737722164323706,0.891266498896744,1.20229495693678,-0.648832181956248,-0.0647269783824617,TEMPTED
T009909,FIN/EST,-0.715241767382963,-0.0030038352334504,0.50979746500439,1.08999772858381,0.12973390845999,TEMPTED
T011454,FIN/EST,-1.61521341025742,-1.83411964241642,-0.570435219969725,-0.3954662363041,0.128193798273447,TEMPTED
T012138,FIN/EST,-0.623482343090375,0.0765064861643073,0.182112958969264,-1.11417495450352,1.24969786165084,TEMPTED
T012374,FIN/EST,-0.277642989372075,-0.586799884244012,0.494413829516538,1.64684496753075,-0.480715754781887,TEMPTED
T012389,FIN/EST,0.128288175452434,1.44356313074293,-0.743080967367944,-1.34192734768838,-0.535833667045481,TEMPTED
T012983,FIN/EST,0.0793624207591888,0.537584715922995,-0.761750168885564,0.0797031763316953,0.294553471922093,TEMPTED
T013828,FIN/EST,-0.528454210429065,0.33910571616628,-0.540389441716097,-0.0694174959780071,-0.855265145153437,TEMPTED
T014806,FIN/EST,-0.100618352941457,-0.441393033498495,-0.729454452598159,0.859269912233214,-0.323930518816966,TEMPTED
T014827,FIN/EST,0.400112588397696,-0.776114737941688,2.1361441640596,0.212721148280339,-0.092490884860837,TEMPTED
T016234,FIN/EST,-0.46039970367663,0.249280504101154,-0.314318527209776,-2.30052919277287,-0.749291732356387,TEMPTED
T017394,FIN/EST,-1.16281195777002,0.165946538194988,0.887617766118727,-0.882638535615681,0.0737077272440996,TEMPTED
T017419,FIN/EST,-0.842978144652831,0.863822257278132,0.769920386418561,-0.779420182260072,-0.371986487736493,TEMPTED
T019850,FIN/EST,-0.270920209098833,-0.135945258819576,0.263306218246313,0.558861314809037,-0.488811417837341,TEMPTED
T019852,FIN/EST,0.606503366399635,1.59257254320327,0.261021360119611,0.030084058538202,0.722113242008157,TEMPTED
T021076,FIN/EST,0.727913382648953,0.578492213590272,-0.08535687806548,2.12803825294072,1.20405853786201,TEMPTED
T026211,FIN/EST,-0.851672811852388,-1.47089840524256,1.18824948879568,-0.0695082399188448,0.625883671057734,TEMPTED
T029687,FIN/EST,-0.730136256378158,0.443360869127007,0.717202273186083,-0.38610274987956,0.407293347260903,TEMPTED
E002473,FIN/EST,0.2805262257077146,0.5797993621457248,0.3205337573325243,0.4196897838412874,-0.8165946962803187,MEFISTO
E003393,FIN/EST,0.7353324004938981,1.2514998062410323,1.128571914689575,2.385280786892544,0.6354878041495399,MEFISTO
E004781,FIN/EST,0.0281088894747055,0.7034944097906418,-0.3306832806721621,-0.8553268111230942,-0.5704710141082471,MEFISTO
E005804,FIN/EST,0.067259416062236,0.6917953332338392,-0.0581462740520695,-0.3917290882257987,0.3271161375958902,MEFISTO
E007303,FIN/EST,-1.0766067687644183,0.1908253816080347,-0.1520602384525812,0.0677484325631383,0.3581143756837012,MEFISTO
E007743,FIN/EST,-1.573821614252988,0.1863497799653687,0.1566742952028106,0.2864297925226147,-0.4710674238913174,MEFISTO
E009676,FIN/EST,0.443153771364867,0.5183431062788361,-0.00294242052615,0.3069722533297716,1.0064185098815164,MEFISTO
E011459,FIN/EST,-0.991840217863686,0.2094683365052422,-0.3171979721612482,0.5632032031125589,0.4011194023503148,MEFISTO
E012115,FIN/EST,0.6754445985565412,1.8123717774842043,-0.2132519462768749,-0.1341048997810797,0.3887056972337366,MEFISTO
