"component_1","component_2","time"
-0.159471884715959,0.15080223044271,27
-0.157507333170497,0.148121423354815,38.35
-0.155540822311875,0.145435820243655,49.7
-0.153559827169414,0.142757408979961,61.05
-0.15152928397065,0.140116540657578,72.4
-0.149402076390924,0.137555808336603,83.75
-0.147131890044745,0.135111886225249,95.1
-0.144670245381934,0.132820566188567,106.45
-0.14196509696618,0.13071231781866,117.8
-0.138966533139284,0.128810536160077,129.15
-0.135639737437733,0.12714956850333,140.5
-0.131971370752381,0.125746234724038,151.85
-0.127950209639042,0.124612746735111,163.2
-0.123572088829907,0.12375895405848,174.55
-0.118846208996982,0.123191360352506,185.9
-0.113787164228447,0.122916476438453,197.25
-0.108417801037433,0.122932520317743,208.6
-0.102760389781918,0.123233917814132,219.95
-0.096832207263514,0.123802399428857,231.3
-0.0906463041249112,0.124626906173385,242.65
-0.0842161132061214,0.125708413230992,254
-0.0775595352521667,0.127038447961152,265.35
-0.0707024461888844,0.128585348952387,276.7
-0.0636785212945881,0.130282258391679,288.05
-0.0565282131294047,0.132037339926428,299.4
-0.0492928825411852,0.133770837528931,310.75
-0.0419982525451758,0.135412514143136,322.1
-0.0346646271273787,0.136882072363012,333.45
-0.0273310965695542,0.138099700025449,344.8
-0.0200350808269129,0.138982112298955,356.15
-0.0128246757638656,0.139464950037859,367.5
-0.00576400978583294,0.139509382575496,378.85
0.00108219008906724,0.139101217420649,390.2
0.00765643895527065,0.138228556771289,401.55
0.0139266189612316,0.136893694133282,412.9
0.0198944849918999,0.135130895154626,424.25
0.0255721809836352,0.13298033117278,435.6
0.0309743572670824,0.13047809446253,446.95
0.0361134773214132,0.12766649467222,458.3
0.0409918419578372,0.124598536190604,469.65
0.0455999214487775,0.121334835860419,481
0.0499266473074129,0.117932734619464,492.35
0.0539690135298439,0.114430470117051,503.7
0.0577343731542294,0.110858691900153,515.05
0.0612256482775705,0.10724214734357,526.4
0.0644559676957358,0.103583121294117,537.75
0.0674443718409107,0.0998783225449638,549.1
0.0702075643004269,0.0961409522182365,560.45
0.0727572553397207,0.0924002342730454,571.8
0.0751098547278478,0.0886869122137917,583.15
0.0772818241440707,0.0850391992262149,594.5
0.0792928891341368,0.0815138972693958,605.85
0.0811671212876637,0.0781614226810566,617.2
0.0829236926922201,0.0750118708152148,628.55
0.0845746101331221,0.0720721981534491,639.9
0.0861297798786142,0.069335977548091,651.25
0.0875990400566609,0.0667861337576117,662.6
0.0889881805257747,0.0643965471918154,673.95
0.0903009225107407,0.0621489833004608,685.3
0.0915438353038318,0.0600493426444994,696.65
0.0927275050269357,0.0581083966225465,708
0.0938609186799327,0.0563373442309131,719.35
0.0949442303363829,0.054752686036587,730.7
0.0959774542727664,0.0533634929675725,742.05
0.0969658216660976,0.0521680669583692,753.4
0.0979129697654317,0.0511607652573421,764.75
0.098821455747245,0.0503309581093332,776.1
0.0996922883514774,0.0496630187453688,787.45
0.100522756380911,0.0491376593032597,798.8
0.101309378598577,0.0487346832397858,810.15
0.102048813156722,0.0484363910337721,821.5
0.10273878186652,0.0482342331621703,832.85
0.103381255576604,0.0481259392664792,844.2
0.103982005598129,0.0481154625696517,855.55
0.104552299033676,0.0482041722579008,866.9
0.105108445590533,0.0483832927966561,878.25
0.105661512699923,0.0486467077999731,889.6
0.106221548179702,0.0489913474184347,900.95
0.106796975821456,0.0494158775412012,912.3
0.107394059162446,0.0499191159799372,923.65
0.108019322511472,0.0504996711780112,935
0.108679676314564,0.0511548423956464,946.35
0.109380049339301,0.0518813728488137,957.7
0.110118895639817,0.0526777827980374,969.05
0.110894550604761,0.0535422012473079,980.4
0.111707136627021,0.0544707000565727,991.75
0.112556958279256,0.0554579417299841,1003.1
0.11344398760004,0.0565004660205226,1014.45
0.11436761907683,0.0575993076198797,1025.8
0.115325255975088,0.058759053822168,1037.15
0.116313628129078,0.0599847535378178,1048.5
0.117329162293894,0.0612806208677055,1059.85
0.118365643247789,0.0626497565594171,1071.2
0.119414660114591,0.0640907313194971,1082.55
0.120467470815757,0.0655891327642653,1093.9
0.121517272014939,0.0671237608294637,1105.25
0.122561922491365,0.0686756384546295,1116.6
0.12360282505192,0.0702356034584753,1127.95
0.124640656567514,0.0718009020144894,1139.3
0.125676440998228,0.073369757146944,1150.65
0.126711202020936,0.0749403909914695,1162
